,BEARING,mean_iwp,std_iwp,freq_iwp,mean_ted,std_ted,freq_ted,mean_species,std_species,freq_species,in_out,island,species,population_status,hum_pop,distant_hum_pop,group
964,270,233941.5826,6702.122061,57627,0.476038631,0.615852064,241827,35.14502363,14.30625886,199548,0,LAY,MACROALGAE,0,0,0,11
965,280,241346.832,8663.133619,56921,0.431907914,0.929892093,374850,34.79145471,14.80943704,202536,0,LAY,MACROALGAE,0,0,0,11
966,290,247882.906,9292.964802,57158,0.145712542,0.327869575,451998,35.25811473,15.31651725,198342,0,LAY,MACROALGAE,0,0,0,11
967,300,252295.2482,9689.554618,57174,0.217449446,0.479349333,405668,35.07520497,15.63228043,195570,0,LAY,MACROALGAE,0,0,0,11
968,310,255717.2677,9860.970228,58033,0.069346439,0.106202034,356162,34.69528142,15.10929162,199638,0,LAY,MACROALGAE,0,0,0,11
969,320,258506.1737,9972.490117,59541,0.041979554,0.056583207,324284,34.65194425,14.69087058,212220,0,LAY,MACROALGAE,0,0,0,11
970,330,261505.9586,9483.550143,58939,0.025190842,0.029433088,283242,33.76389105,14.74059668,227601,0,LAY,MACROALGAE,0,0,0,11
971,340,265007.3531,8706.279851,53897,0.024566431,0.028830797,231326,33.8683134,14.42455196,244332,0,LAY,MACROALGAE,0,0,0,11
972,350,267973.3814,7950.54145,50806,0.034701574,0.043250353,193857,33.37957546,14.83172104,264969,0,LAY,MACROALGAE,0,0,0,11
973,0,267102.166,6045.877897,549981,0.021968218,0.040011399,328004,16.57341982,10.5368615,664074,1,LIS,CCA,0,0,0,11
974,10,266314.6243,6014.070848,510129,0.020062131,0.035900979,264071,16.10969064,10.55710899,619299,0,LIS,CCA,0,0,0,11
975,20,264923.1107,6313.019337,471517,0.019760217,0.032466978,237388,15.41305414,10.18608624,560790,0,LIS,CCA,0,0,0,11
976,30,262739.2082,7046.764717,431831,0.021877512,0.031463303,237491,14.75851412,9.962981731,540558,0,LIS,CCA,0,0,0,11
977,40,259048.2911,8153.045048,401209,0.024534994,0.032777639,247207,14.35750135,9.900523377,535932,0,LIS,CCA,0,0,0,11
978,50,253555.2389,9047.536798,385244,0.031115273,0.043459501,263309,14.09885337,9.571388161,532395,0,LIS,CCA,0,0,0,11
979,60,246650.6191,9008.540789,385426,0.053918321,0.080796276,293604,13.92189697,9.171751477,524952,0,LIS,CCA,0,0,0,11
980,70,237244.687,8993.853068,403919,0.077508322,0.126850078,340426,13.23200077,8.817627085,571005,0,LIS,CCA,0,0,0,11
981,80,225673.5868,7575.488488,431618,0.107577933,0.211612692,403400,12.32611897,7.670267797,672300,0,LIS,CCA,0,0,0,11
982,90,210635.438,7929.075941,449536,0.440266781,0.824046427,433730,12.80985622,7.766600039,790758,0,LIS,CCA,0,0,0,11
983,100,190860.9157,12732.18304,480879,0.719610134,1.507844245,376098,13.39565796,8.52579064,912825,0,LIS,CCA,0,0,0,11
984,110,165819.2104,20356.83428,504678,0.830613421,1.951355131,297685,13.50294304,8.702245404,1037745,0,LIS,CCA,0,0,0,11
985,120,138056.3773,27548.58382,488488,0.88875379,2.048029938,286684,13.08586291,8.465415771,1134468,0,LIS,CCA,0,0,0,11
986,130,114643.8871,28403.21132,456976,1.04575634,2.315394274,282841,13.42771696,8.65868554,888786,0,LIS,CCA,0,0,0,11
987,140,107101.1147,26192.43483,376405,1.011041965,2.129616854,275040,13.92339425,9.115810831,806904,0,LIS,CCA,0,0,0,11
988,150,111261.7507,31911.26961,275314,0.672794658,1.522843038,272174,15.64517126,10.42602533,896724,0,LIS,CCA,0,0,0,11
989,160,129515.5592,37376.08395,208600,0.445956164,1.084489862,234826,16.10018797,11.30077537,891900,0,LIS,CCA,0,0,0,11
990,170,144036.3481,33011.39543,157049,0.282818975,0.659083501,206216,15.73718652,11.61180359,799893,0,LIS,CCA,0,0,0,11
991,180,156090.5186,27368.31545,136259,0.238832312,0.513156595,189238,15.05514756,11.25319424,697797,0,LIS,CCA,0,0,0,11
992,190,165851.3491,21817.97594,134574,0.24073909,0.507012592,177669,14.4132982,11.1702939,628785,0,LIS,CCA,0,0,0,11
993,200,174253.7828,16155.60356,130933,0.25511168,0.53382558,175087,13.9463188,11.07914203,571752,0,LIS,CCA,0,0,0,11
994,210,179446.5661,12083.74448,130365,0.289804367,0.611443786,175070,13.7756775,11.12952704,534996,0,LIS,CCA,0,0,0,11
995,220,183477.2312,9352.674682,130363,0.348422038,0.739864965,178927,13.54070836,11.08663074,502803,0,LIS,CCA,0,0,0,11
996,230,186459.9097,7327.558197,136632,0.426297789,0.869710549,188722,12.58569896,10.96515239,474948,0,LIS,CCA,0,0,0,11
997,240,188339.6161,6509.721308,147646,0.512387726,1.003061463,208852,14.23960374,11.14403793,449685,0,LIS,CCA,0,0,0,11
998,250,190846.3901,5881.842201,161951,0.56848858,1.084854858,238264,13.4661075,11.1853892,482310,0,LIS,CCA,0,0,0,11
999,260,193925.5855,4525.611262,188178,0.536065832,1.004698564,278301,13.56134113,10.22810925,557874,0,LIS,CCA,0,0,0,11
1000,270,198206.7831,4270.708809,227262,0.38036494,0.716730116,334101,14.6390978,9.949835643,647163,0,LIS,CCA,0,0,0,11
1001,280,203979.5176,5526.704099,275551,0.227201214,0.50901399,402933,16.25740084,12.30801294,750069,0,LIS,CCA,0,0,0,11
1002,290,211354.6642,8391.829484,320417,0.235808475,0.578449333,460728,17.06189011,12.87146879,840879,1,LIS,CCA,0,0,0,11
1003,300,220367.7614,13165.89663,333961,0.338330678,0.797438007,518755,17.13556809,12.93081376,934785,1,LIS,CCA,0,0,0,11
1004,310,233136.9511,19062.87609,316612,0.309934264,0.835811974,563323,16.74653886,12.95634128,944865,1,LIS,CCA,0,0,0,11
1005,320,250441.9974,21027.29375,370460,0.228088672,0.795885534,599699,17.9181685,11.907882,992745,1,LIS,CCA,0,0,0,11
1006,330,263066.4992,14853.50309,482836,0.06135041,0.299454656,571964,17.8011964,11.18157979,1005390,1,LIS,CCA,0,0,0,11
1007,340,266815.5788,8545.749398,532870,0.01480625,0.036814143,487961,17.79695913,10.86977363,899370,1,LIS,CCA,0,0,0,11
1008,350,267465.5208,6456.201022,583852,0.020594163,0.039752414,420007,16.94847792,10.67019151,807174,1,LIS,CCA,0,0,0,11
1009,0,267102.166,6045.877897,549981,0.021968218,0.040011399,328004,27.67818084,15.25280633,664074,0,LIS,CORAL,0,0,0,11
1010,10,266314.6243,6014.070848,510129,0.020062131,0.035900979,264071,28.08401908,15.29331244,619299,0,LIS,CORAL,0,0,0,11
1011,20,264923.1107,6313.019337,471517,0.019760217,0.032466978,237388,28.29403183,15.66692593,560790,0,LIS,CORAL,0,0,0,11
1012,30,262739.2082,7046.764717,431831,0.021877512,0.031463303,237491,29.02164111,16.39973239,540558,0,LIS,CORAL,0,0,0,11
1013,40,259048.2911,8153.045048,401209,0.024534994,0.032777639,247207,28.61568293,16.37911135,535932,0,LIS,CORAL,0,0,0,11
1014,50,253555.2389,9047.536798,385244,0.031115273,0.043459501,263309,29.82905018,17.18399173,532395,0,LIS,CORAL,0,0,0,11
1015,60,246650.6191,9008.540789,385426,0.053918321,0.080796276,293604,30.41053207,16.99521017,524952,0,LIS,CORAL,0,0,0,11
1016,70,237244.687,8993.853068,403919,0.077508322,0.126850078,340426,31.45811408,16.58176543,571005,0,LIS,CORAL,0,0,0,11
1017,80,225673.5868,7575.488488,431618,0.107577933,0.211612692,403400,32.1178097,15.7545048,672300,0,LIS,CORAL,0,0,0,11
1018,90,210635.438,7929.075941,449536,0.440266781,0.824046427,433730,32.2870258,15.57742719,790758,0,LIS,CORAL,0,0,0,11
1019,100,190860.9157,12732.18304,480879,0.719610134,1.507844245,376098,36.88248229,18.92086358,912825,0,LIS,CORAL,0,0,0,11
1020,110,165819.2104,20356.83428,504678,0.830613421,1.951355131,297685,42.01961855,20.01393971,1037745,1,LIS,CORAL,0,0,0,11
1021,120,138056.3773,27548.58382,488488,0.88875379,2.048029938,286684,45.54750642,20.90357165,1134468,1,LIS,CORAL,0,0,0,11
1022,130,114643.8871,28403.21132,456976,1.04575634,2.315394274,282841,47.42374895,21.65692407,888786,1,LIS,CORAL,0,0,0,11
1023,140,107101.1147,26192.43483,376405,1.011041965,2.129616854,275040,47.78721005,21.81158082,806904,1,LIS,CORAL,0,0,0,11
1024,150,111261.7507,31911.26961,275314,0.672794658,1.522843038,272174,46.14086621,23.55403371,896724,1,LIS,CORAL,0,0,0,11
1025,160,129515.5592,37376.08395,208600,0.445956164,1.084489862,234826,40.50164123,25.81999132,891900,1,LIS,CORAL,0,0,0,11
1026,170,144036.3481,33011.39543,157049,0.282818975,0.659083501,206216,36.12206936,26.38018391,799893,0,LIS,CORAL,0,0,0,11
1027,180,156090.5186,27368.31545,136259,0.238832312,0.513156595,189238,32.44396323,24.0704879,697797,0,LIS,CORAL,0,0,0,11
1028,190,165851.3491,21817.97594,134574,0.24073909,0.507012592,177669,28.66731437,21.17593007,628785,0,LIS,CORAL,0,0,0,11
1029,200,174253.7828,16155.60356,130933,0.25511168,0.53382558,175087,25.26727421,18.19146649,571752,0,LIS,CORAL,0,0,0,11
1030,210,179446.5661,12083.74448,130365,0.289804367,0.611443786,175070,22.12893701,15.69401535,534996,0,LIS,CORAL,0,0,0,11
1031,220,183477.2312,9352.674682,130363,0.348422038,0.739864965,178927,18.80344229,13.67470144,502803,0,LIS,CORAL,0,0,0,11
1032,230,186459.9097,7327.558197,136632,0.426297789,0.869710549,188722,16.41655431,11.53542057,474948,0,LIS,CORAL,0,0,0,11
1033,240,188339.6161,6509.721308,147646,0.512387726,1.003061463,208852,12.635189,9.598822371,449685,0,LIS,CORAL,0,0,0,11
1034,250,190846.3901,5881.842201,161951,0.56848858,1.084854858,238264,8.803851763,8.460427373,482310,0,LIS,CORAL,0,0,0,11
1035,260,193925.5855,4525.611262,188178,0.536065832,1.004698564,278301,8.496998136,7.092781677,557874,0,LIS,CORAL,0,0,0,11
1036,270,198206.7831,4270.708809,227262,0.38036494,0.716730116,334101,8.328221145,6.71832724,647163,0,LIS,CORAL,0,0,0,11
1037,280,203979.5176,5526.704099,275551,0.227201214,0.50901399,402933,8.565097907,7.554621583,750069,0,LIS,CORAL,0,0,0,11
1038,290,211354.6642,8391.829484,320417,0.235808475,0.578449333,460728,9.896051829,8.508129633,840879,0,LIS,CORAL,0,0,0,11
1039,300,220367.7614,13165.89663,333961,0.338330678,0.797438007,518755,11.53774541,9.904606079,934785,0,LIS,CORAL,0,0,0,11
1040,310,233136.9511,19062.87609,316612,0.309934264,0.835811974,563323,13.68720409,11.64986605,944865,0,LIS,CORAL,0,0,0,11
1041,320,250441.9974,21027.29375,370460,0.228088672,0.795885534,599699,20.52730526,14.98441259,992745,0,LIS,CORAL,0,0,0,11
1042,330,263066.4992,14853.50309,482836,0.06135041,0.299454656,571964,23.23699281,15.86037107,1005390,0,LIS,CORAL,0,0,0,11
1043,340,266815.5788,8545.749398,532870,0.01480625,0.036814143,487961,25.32305779,15.85570766,899370,0,LIS,CORAL,0,0,0,11
1044,350,267465.5208,6456.201022,583852,0.020594163,0.039752414,420007,26.90342004,15.35319872,807174,0,LIS,CORAL,0,0,0,11
1045,0,267102.166,6045.877897,549981,0.021968218,0.040011399,328004,15.18339291,8.605281251,664074,0,LIS,MACROALGAE,0,0,0,11
1046,10,266314.6243,6014.070848,510129,0.020062131,0.035900979,264071,14.60451486,8.558919787,619299,0,LIS,MACROALGAE,0,0,0,11
1047,20,264923.1107,6313.019337,471517,0.019760217,0.032466978,237388,14.27279073,8.538062632,560790,0,LIS,MACROALGAE,0,0,0,11
1048,30,262739.2082,7046.764717,431831,0.021877512,0.031463303,237491,13.83875365,8.556357681,540558,0,LIS,MACROALGAE,0,0,0,11
1049,40,259048.2911,8153.045048,401209,0.024534994,0.032777639,247207,13.61410383,8.707502297,535932,0,LIS,MACROALGAE,0,0,0,11
1050,50,253555.2389,9047.536798,385244,0.031115273,0.043459501,263309,13.62786545,8.647747622,532395,0,LIS,MACROALGAE,0,0,0,11
1051,60,246650.6191,9008.540789,385426,0.053918321,0.080796276,293604,13.46983234,8.709654393,524952,0,LIS,MACROALGAE,0,0,0,11
1052,70,237244.687,8993.853068,403919,0.077508322,0.126850078,340426,13.29925199,8.847697492,571005,0,LIS,MACROALGAE,0,0,0,11
1053,80,225673.5868,7575.488488,431618,0.107577933,0.211612692,403400,12.91453947,8.296751722,672300,0,LIS,MACROALGAE,0,0,0,11
1054,90,210635.438,7929.075941,449536,0.440266781,0.824046427,433730,12.46644873,8.572384163,790758,0,LIS,MACROALGAE,0,0,0,11
1055,100,190860.9157,12732.18304,480879,0.719610134,1.507844245,376098,11.64520725,9.620015301,912825,0,LIS,MACROALGAE,0,0,0,11
1056,110,165819.2104,20356.83428,504678,0.830613421,1.951355131,297685,11.61629206,9.796921462,1037745,0,LIS,MACROALGAE,0,0,0,11
1057,120,138056.3773,27548.58382,488488,0.88875379,2.048029938,286684,11.53933833,10.34253548,1134468,0,LIS,MACROALGAE,0,0,0,11
1058,130,114643.8871,28403.21132,456976,1.04575634,2.315394274,282841,12.44603001,12.12100005,888786,0,LIS,MACROALGAE,0,0,0,11
1059,140,107101.1147,26192.43483,376405,1.011041965,2.129616854,275040,13.60106794,14.39629159,806904,0,LIS,MACROALGAE,0,0,0,11
1060,150,111261.7507,31911.26961,275314,0.672794658,1.522843038,272174,13.51912571,14.45468809,896724,0,LIS,MACROALGAE,0,0,0,11
1061,160,129515.5592,37376.08395,208600,0.445956164,1.084489862,234826,13.63184441,14.67107492,891900,0,LIS,MACROALGAE,0,0,0,11
1062,170,144036.3481,33011.39543,157049,0.282818975,0.659083501,206216,13.90813724,14.44300676,799893,0,LIS,MACROALGAE,0,0,0,11
1063,180,156090.5186,27368.31545,136259,0.238832312,0.513156595,189238,14.19198324,14.34936204,697797,0,LIS,MACROALGAE,0,0,0,11
1064,190,165851.3491,21817.97594,134574,0.24073909,0.507012592,177669,14.97579292,14.43877615,628785,0,LIS,MACROALGAE,0,0,0,11
1065,200,174253.7828,16155.60356,130933,0.25511168,0.53382558,175087,15.22979442,13.99740184,571752,0,LIS,MACROALGAE,0,0,0,11
1066,210,179446.5661,12083.74448,130365,0.289804367,0.611443786,175070,16.37153451,14.15533432,534996,0,LIS,MACROALGAE,0,0,0,11
1067,220,183477.2312,9352.674682,130363,0.348422038,0.739864965,178927,17.15990133,13.82346875,502803,0,LIS,MACROALGAE,0,0,0,11
1068,230,186459.9097,7327.558197,136632,0.426297789,0.869710549,188722,17.63610934,13.5466139,474948,0,LIS,MACROALGAE,0,0,0,11
1069,240,188339.6161,6509.721308,147646,0.512387726,1.003061463,208852,19.67863677,13.11566627,449685,0,LIS,MACROALGAE,0,0,0,11
1070,250,190846.3901,5881.842201,161951,0.56848858,1.084854858,238264,21.07599032,13.00713055,482310,0,LIS,MACROALGAE,0,0,0,11
1071,260,193925.5855,4525.611262,188178,0.536065832,1.004698564,278301,21.69676289,12.22561062,557874,1,LIS,MACROALGAE,0,0,0,11
1072,270,198206.7831,4270.708809,227262,0.38036494,0.716730116,334101,23.88972754,12.44000558,647163,1,LIS,MACROALGAE,0,0,0,11
1073,280,203979.5176,5526.704099,275551,0.227201214,0.50901399,402933,25.33531578,14.89184873,750069,1,LIS,MACROALGAE,0,0,0,11
1074,290,211354.6642,8391.829484,320417,0.235808475,0.578449333,460728,26.55791031,15.27286377,840879,1,LIS,MACROALGAE,0,0,0,11
1075,300,220367.7614,13165.89663,333961,0.338330678,0.797438007,518755,26.58268662,14.78773473,934785,1,LIS,MACROALGAE,0,0,0,11
1076,310,233136.9511,19062.87609,316612,0.309934264,0.835811974,563323,25.59253588,14.15721889,944865,1,LIS,MACROALGAE,0,0,0,11
1077,320,250441.9974,21027.29375,370460,0.228088672,0.795885534,599699,21.41693648,12.5007271,992745,1,LIS,MACROALGAE,0,0,0,11
1078,330,263066.4992,14853.50309,482836,0.06135041,0.299454656,571964,19.5868602,11.37236464,1005390,0,LIS,MACROALGAE,0,0,0,11
1079,340,266815.5788,8545.749398,532870,0.01480625,0.036814143,487961,17.16783694,9.856388197,899370,0,LIS,MACROALGAE,0,0,0,11
1080,350,267465.5208,6456.201022,583852,0.020594163,0.039752414,420007,15.92827742,8.801489628,807174,0,LIS,MACROALGAE,0,0,0,11
1081,0,102974.1781,1256.182807,17335,0.387022418,0.955572416,20501,14.2209551,13.17328615,130617,0,AGU,CCA,1,0,212599,7
1082,10,103070.5619,1359.578108,20873,0.50618808,1.001153051,18773,13.38767577,12.92958366,158823,0,AGU,CCA,1,0,212599,7
1083,20,103385.2409,1663.648031,26690,0.69812869,1.107566835,17534,12.36829386,12.41628937,207711,0,AGU,CCA,1,0,212599,7
1084,30,103631.6784,1889.678136,36194,0.875360249,1.125225215,18146,10.93332348,11.75053212,291942,0,AGU,CCA,1,0,212599,7
1085,40,103979.9664,2156.634985,51532,0.84918813,1.094086509,19206,9.611170032,10.69835377,427122,0,AGU,CCA,1,0,212599,7
1086,50,104610.6585,2415.509255,65281,0.746383753,0.967048772,22195,8.279558966,8.871398612,566496,0,AGU,CCA,1,0,212599,7
1087,60,106723.6067,2263.271946,54130,0.781153395,0.962629513,26653,6.736096924,6.053558166,513864,0,AGU,CCA,1,0,212599,7
1088,70,108984.1739,872.3900617,44752,0.715165744,0.971230673,33822,6.399398049,5.295469505,428526,0,AGU,CCA,1,0,212599,7
1089,80,109500.2486,633.4466346,43471,0.351953476,0.645532348,48421,6.652599308,5.350767844,352899,0,AGU,CCA,1,0,212599,7
1090,90,109826.0699,682.6492238,36557,0.284828473,0.586536845,48890,6.218312822,4.931281964,279792,0,AGU,CCA,1,0,212599,7
1091,100,109799.2054,708.3023011,28485,0.337489941,0.74125784,45808,5.605854018,4.71838553,218853,0,AGU,CCA,1,0,212599,7
1092,110,109733.4987,732.8367651,22411,0.259812682,0.679525025,52469,5.285481075,4.586055031,174258,0,AGU,CCA,1,0,212599,7
1093,120,109698.2391,713.5030142,18257,0.15182359,0.504086249,76174,5.065685891,4.471989625,146871,0,AGU,CCA,1,0,212599,7
1094,130,109647.8148,653.4783168,15921,0.089142039,0.409925297,105053,4.942758621,4.39829081,130356,0,AGU,CCA,1,0,212599,7
1095,140,109587.2029,638.5177812,14754,0.062378999,0.336192332,144543,4.787816615,4.307906059,120942,0,AGU,CCA,1,0,212599,7
1096,150,109522.3675,676.9402967,14294,0.057745951,0.306249511,150926,4.800173885,4.368881239,117774,0,AGU,CCA,1,0,212599,7
1097,160,109437.181,727.2534092,14475,0.069740588,0.335206554,119108,4.756304905,4.347870687,120870,0,AGU,CCA,1,0,212599,7
1098,170,109287.0571,922.2426887,15792,0.094982756,0.3470028,112935,4.771078822,4.402063136,129609,0,AGU,CCA,1,0,212599,7
1099,180,109180.0636,1008.266591,17729,0.153666847,0.435166286,107405,4.830614655,4.690722887,147825,0,AGU,CCA,1,0,212599,7
1100,190,109037.2345,1105.151427,20824,0.172008149,0.451418864,106074,4.890967936,4.937321472,178848,0,AGU,CCA,1,0,212599,7
1101,200,108615.8865,1358.712837,26880,0.264477231,0.490865579,106504,4.783662795,4.799293279,230517,0,AGU,CCA,1,0,212599,7
1102,210,107979.2271,1478.388621,36687,0.365161692,0.627923789,102629,5.017186462,4.821250631,322470,0,AGU,CCA,1,0,212599,7
1103,220,107227.2052,1458.135341,53173,0.528031052,1.030609833,95063,5.577099521,5.306841874,476316,0,AGU,CCA,1,0,212599,7
1104,230,106192.8287,1562.524344,78814,1.076125289,2.045231577,83518,6.555421407,6.083165035,668043,0,AGU,CCA,1,0,212599,7
1105,240,104633.8841,1505.549412,80934,1.77273414,2.441688904,63107,9.466227186,7.714965424,633546,0,AGU,CCA,1,0,212599,7
1106,250,102795.556,1199.645233,67378,2.013529319,1.907126116,34579,14.90062985,9.983428994,609363,0,AGU,CCA,1,0,212599,7
1107,260,102018.2147,847.5076923,51121,0.864733916,1.114433827,45252,18.12253602,11.62506811,471663,1,AGU,CCA,1,0,212599,7
1108,270,101911.2141,650.4342584,37562,0.219516908,0.372709297,66076,19.71281691,12.27021641,344295,1,AGU,CCA,1,0,212599,7
1109,280,101922.8215,635.1543305,27997,0.122197381,0.241717804,74394,20.21751121,13.11855447,247779,1,AGU,CCA,1,0,212599,7
1110,290,102014.8767,616.5664292,21483,0.071275306,0.182401777,80345,19.98713436,13.73445561,184500,1,AGU,CCA,1,0,212599,7
1111,300,102105.0856,646.5160861,17480,0.055771259,0.201826055,83461,19.39187766,13.96101944,145746,1,AGU,CCA,1,0,212599,7
1112,310,102172.9382,699.5828534,15431,0.065167526,0.277287791,71582,18.79525429,14.2026994,123489,1,AGU,CCA,1,0,212599,7
1113,320,102245.9523,761.2539114,13925,0.081466942,0.365231681,52980,17.86323972,13.9995259,112671,1,AGU,CCA,1,0,212599,7
1114,330,102369.3563,782.7553906,13784,0.09821774,0.452693759,39890,17.04791316,13.92858204,107604,1,AGU,CCA,1,0,212599,7
1115,340,102424.9157,801.2442627,13900,0.160414908,0.618957543,30614,16.05702262,13.62872509,108360,0,AGU,CCA,1,0,212599,7
1116,350,102664.9074,1071.979344,14980,0.273076637,0.815074297,24975,14.92836703,13.34738634,115848,0,AGU,CCA,1,0,212599,7
1117,0,102974.1781,1256.182807,17335,0.387022418,0.955572416,20501,21.48329254,10.04741649,130617,0,AGU,CORAL,1,0,212599,7
1118,10,103070.5619,1359.578108,20873,0.50618808,1.001153051,18773,20.92036508,10.01878689,158823,0,AGU,CORAL,1,0,212599,7
1119,20,103385.2409,1663.648031,26690,0.69812869,1.107566835,17534,20.18238264,9.965750637,207711,0,AGU,CORAL,1,0,212599,7
1120,30,103631.6784,1889.678136,36194,0.875360249,1.125225215,18146,19.36151706,9.757008139,291942,0,AGU,CORAL,1,0,212599,7
1121,40,103979.9664,2156.634985,51532,0.84918813,1.094086509,19206,18.13426038,9.673049311,427122,0,AGU,CORAL,1,0,212599,7
1122,50,104610.6585,2415.509255,65281,0.746383753,0.967048772,22195,16.47650779,9.150410402,566496,0,AGU,CORAL,1,0,212599,7
1123,60,106723.6067,2263.271946,54130,0.781153395,0.962629513,26653,12.53570315,7.234414716,513864,0,AGU,CORAL,1,0,212599,7
1124,70,108984.1739,872.3900617,44752,0.715165744,0.971230673,33822,9.037553756,5.819386877,428526,0,AGU,CORAL,1,0,212599,7
1125,80,109500.2486,633.4466346,43471,0.351953476,0.645532348,48421,8.124740308,5.748721299,352899,0,AGU,CORAL,1,0,212599,7
1126,90,109826.0699,682.6492238,36557,0.284828473,0.586536845,48890,8.846233596,5.642735985,279792,0,AGU,CORAL,1,0,212599,7
1127,100,109799.2054,708.3023011,28485,0.337489941,0.74125784,45808,9.555488854,5.543983602,218853,0,AGU,CORAL,1,0,212599,7
1128,110,109733.4987,732.8367651,22411,0.259812682,0.679525025,52469,10.23059714,5.596539511,174258,0,AGU,CORAL,1,0,212599,7
1129,120,109698.2391,713.5030142,18257,0.15182359,0.504086249,76174,10.87026068,5.715840947,146871,0,AGU,CORAL,1,0,212599,7
1130,130,109647.8148,653.4783168,15921,0.089142039,0.409925297,105053,11.56648798,5.940860528,130356,0,AGU,CORAL,1,0,212599,7
1131,140,109587.2029,638.5177812,14754,0.062378999,0.336192332,144543,12.39799843,6.404587571,120942,0,AGU,CORAL,1,0,212599,7
1132,150,109522.3675,676.9402967,14294,0.057745951,0.306249511,150926,12.91726083,6.79394079,117774,0,AGU,CORAL,1,0,212599,7
1133,160,109437.181,727.2534092,14475,0.069740588,0.335206554,119108,13.55817904,7.207061441,120870,0,AGU,CORAL,1,0,212599,7
1134,170,109287.0571,922.2426887,15792,0.094982756,0.3470028,112935,13.99658471,7.485149412,129609,0,AGU,CORAL,1,0,212599,7
1135,180,109180.0636,1008.266591,17729,0.153666847,0.435166286,107405,14.47304393,7.644803338,147825,0,AGU,CORAL,1,0,212599,7
1136,190,109037.2345,1105.151427,20824,0.172008149,0.451418864,106074,14.98204053,7.777205416,178848,0,AGU,CORAL,1,0,212599,7
1137,200,108615.8865,1358.712837,26880,0.264477231,0.490865579,106504,15.47987205,7.905585998,230517,0,AGU,CORAL,1,0,212599,7
1138,210,107979.2271,1478.388621,36687,0.365161692,0.627923789,102629,15.99350047,8.124698588,322470,0,AGU,CORAL,1,0,212599,7
1139,220,107227.2052,1458.135341,53173,0.528031052,1.030609833,95063,16.87916456,8.746684546,476316,0,AGU,CORAL,1,0,212599,7
1140,230,106192.8287,1562.524344,78814,1.076125289,2.045231577,83518,17.49604009,9.199607104,668043,0,AGU,CORAL,1,0,212599,7
1141,240,104633.8841,1505.549412,80934,1.77273414,2.441688904,63107,18.82028038,10.57098111,633546,0,AGU,CORAL,1,0,212599,7
1142,250,102795.556,1199.645233,67378,2.013529319,1.907126116,34579,21.28496618,11.82906611,609363,0,AGU,CORAL,1,0,212599,7
1143,260,102018.2147,847.5076923,51121,0.864733916,1.114433827,45252,23.06811406,12.32012818,471663,1,AGU,CORAL,1,0,212599,7
1144,270,101911.2141,650.4342584,37562,0.219516908,0.372709297,66076,23.98039094,11.26722027,344295,1,AGU,CORAL,1,0,212599,7
1145,280,101922.8215,635.1543305,27997,0.122197381,0.241717804,74394,23.81160869,10.85696121,247779,1,AGU,CORAL,1,0,212599,7
1146,290,102014.8767,616.5664292,21483,0.071275306,0.182401777,80345,23.8435979,10.75064579,184500,1,AGU,CORAL,1,0,212599,7
1147,300,102105.0856,646.5160861,17480,0.055771259,0.201826055,83461,23.84320704,10.65524048,145746,1,AGU,CORAL,1,0,212599,7
1148,310,102172.9382,699.5828534,15431,0.065167526,0.277287791,71582,23.6670932,10.66873036,123489,1,AGU,CORAL,1,0,212599,7
1149,320,102245.9523,761.2539114,13925,0.081466942,0.365231681,52980,23.24263923,10.56500484,112671,1,AGU,CORAL,1,0,212599,7
1150,330,102369.3563,782.7553906,13784,0.09821774,0.452693759,39890,22.84473868,10.48886312,107604,1,AGU,CORAL,1,0,212599,7
1151,340,102424.9157,801.2442627,13900,0.160414908,0.618957543,30614,22.51739601,10.33008331,108360,1,AGU,CORAL,1,0,212599,7
1152,350,102664.9074,1071.979344,14980,0.273076637,0.815074297,24975,22.01948696,10.21935065,115848,0,AGU,CORAL,1,0,212599,7
1153,0,102974.1781,1256.182807,17335,0.387022418,0.955572416,20501,16.69607966,12.33343363,130617,0,AGU,MACROALGAE,1,0,212599,7
1154,10,103070.5619,1359.578108,20873,0.50618808,1.001153051,18773,18.22517203,13.50863485,158823,0,AGU,MACROALGAE,1,0,212599,7
1155,20,103385.2409,1663.648031,26690,0.69812869,1.107566835,17534,21.05760601,16.17262874,207711,0,AGU,MACROALGAE,1,0,212599,7
1156,30,103631.6784,1889.678136,36194,0.875360249,1.125225215,18146,24.25478121,18.83460798,291942,0,AGU,MACROALGAE,1,0,212599,7
1157,40,103979.9664,2156.634985,51532,0.84918813,1.094086509,19206,27.62666493,20.93303484,427122,0,AGU,MACROALGAE,1,0,212599,7
1158,50,104610.6585,2415.509255,65281,0.746383753,0.967048772,22195,32.60526468,22.38060347,566496,0,AGU,MACROALGAE,1,0,212599,7
1159,60,106723.6067,2263.271946,54130,0.781153395,0.962629513,26653,46.22331248,20.45111536,513864,1,AGU,MACROALGAE,1,0,212599,7
1160,70,108984.1739,872.3900617,44752,0.715165744,0.971230673,33822,54.41130679,16.80640793,428526,1,AGU,MACROALGAE,1,0,212599,7
1161,80,109500.2486,633.4466346,43471,0.351953476,0.645532348,48421,52.47168195,16.38677455,352899,1,AGU,MACROALGAE,1,0,212599,7
1162,90,109826.0699,682.6492238,36557,0.284828473,0.586536845,48890,49.84183118,15.70673828,279792,1,AGU,MACROALGAE,1,0,212599,7
