,BEARING,mean_iwp,std_iwp,freq_iwp,mean_ted,std_ted,freq_ted,mean_species,std_species,freq_species,in_out,island,species,population_status,hum_pop,distant_hum_pop,group
2077,240,50816.29493,15118.27008,215004,2.571366121,2.765606313,36870,17.01157283,10.70693103,2072190,0,PAL,CCA,0,0,0,1
2078,250,52673.02157,15126.61963,342268,2.35134279,2.687566435,63026,15.89237008,10.4585779,3545620,0,PAL,CCA,0,0,0,1
2079,260,52559.54181,19437.53924,508120,2.174431427,2.858465353,99854,14.32726666,9.674617185,6003960,0,PAL,CCA,0,0,0,1
2080,270,87115.33113,39729.65022,454336,1.229833343,1.856158067,98940,13.38918659,8.678617186,4901810,0,PAL,CCA,0,0,0,1
2081,280,127185.2321,34818.76034,521216,0.482710135,0.743651691,70636,15.61597019,9.596599922,4014240,0,PAL,CCA,0,0,0,1
2082,290,126963.5063,31336.39419,274326,0.390890112,0.57835461,37722,17.33619964,9.570512598,2190720,0,PAL,CCA,0,0,0,1
2083,300,128972.9803,30312.60093,181406,0.363888022,0.480841962,23758,17.49247506,9.323049421,1417410,0,PAL,CCA,0,0,0,1
2084,310,130032.9048,29451.48196,125348,0.336022852,0.387066565,16816,17.75861221,9.194401573,977560,0,PAL,CCA,0,0,0,1
2085,320,130672.6122,29142.96884,94570,0.32384434,0.356542462,12610,17.94689513,9.222160536,721910,0,PAL,CCA,0,0,0,1
2086,330,130608.2402,28909.91102,78174,0.323366404,0.349177176,10288,17.97507752,9.208562663,585880,0,PAL,CCA,0,0,0,1
2087,340,130111.2054,29279.04264,68430,0.317484852,0.344910471,9044,18.14623234,9.174304814,506970,0,PAL,CCA,0,0,0,1
2088,350,129545.1781,29280.37483,63418,0.317219592,0.323634781,8294,18.46481375,9.185850218,466560,0,PAL,CCA,0,0,0,1
2089,0,128600.0102,29168.61344,30094,0.310905002,0.288388064,3936,27.85646203,11.68852561,222270,0,PAL,CORAL,0,0,0,1
2090,10,129026.0272,28336.47236,30336,0.312549015,0.281209535,4164,27.72216138,11.67936204,232530,0,PAL,CORAL,0,0,0,1
2091,20,128946.4436,27475.82087,32292,0.306396335,0.276247951,4540,27.60093241,11.75180736,257860,0,PAL,CORAL,0,0,0,1
2092,30,128932.2918,27008.54462,37370,0.304173085,0.273390379,5435,27.424991,11.55954415,305560,0,PAL,CORAL,0,0,0,1
2093,40,129725.9465,25881.98628,46325,0.312934904,0.282227666,7018,27.15145811,11.51272408,392400,0,PAL,CORAL,0,0,0,1
2094,50,130590.5867,24699.50471,63771,0.307154816,0.277093768,9814,26.60349199,11.23178446,554150,0,PAL,CORAL,0,0,0,1
2095,60,131875.2007,23473.89225,95974,0.328592814,0.287594181,14876,25.88535678,10.89118667,883210,0,PAL,CORAL,0,0,0,1
2096,70,135213.4332,21593.593,145307,0.361931737,0.308516782,24640,25.44959088,10.7148541,1471510,0,PAL,CORAL,0,0,0,1
2097,80,140560.5207,21673.75816,242373,0.480474352,0.382140764,42857,27.40098399,11.31327246,2193670,0,PAL,CORAL,0,0,0,1
2098,90,120401.6664,38507.46544,455280,1.23750435,1.556541706,57236,27.52002075,13.03286437,4090430,0,PAL,CORAL,0,0,0,1
2099,100,74732.92567,48597.1055,347565,2.791135202,3.216975353,49599,26.51460486,13.88638278,3298220,0,PAL,CORAL,0,0,0,1
2100,110,56480.98261,39547.87467,152296,2.41917322,3.001800402,31304,26.77850304,13.93340086,1426930,0,PAL,CORAL,0,0,0,1
2101,120,49055.62311,29527.23492,85669,2.444394057,3.06532549,18408,27.9805782,14.27179985,817640,0,PAL,CORAL,0,0,0,1
2102,130,44720.50903,17168.20421,52786,2.537672544,3.103158047,11799,29.35007855,14.24431291,511780,0,PAL,CORAL,0,0,0,1
2103,140,46163.73275,17763.79409,39532,2.523919118,2.965079392,8306,29.9317157,14.06713529,365920,0,PAL,CORAL,0,0,0,1
2104,150,47948.35951,19248.86098,33673,2.488758394,2.84107264,6582,30.01837608,13.96727887,295230,0,PAL,CORAL,0,0,0,1
2105,160,49553.55547,20011.70626,30560,2.441573803,2.750120651,5661,30.0637216,13.89614825,255870,0,PAL,CORAL,0,0,0,1
2106,170,49541.72356,19515.03529,28202,2.462072041,2.719737543,5074,30.10271785,14.0160596,235180,0,PAL,CORAL,0,0,0,1
2107,180,49630.45442,19554.64105,27276,2.501698646,2.709390328,5031,30.07294971,13.95478252,229680,0,PAL,CORAL,0,0,0,1
2108,190,49441.14214,19236.3693,28048,2.487490953,2.69090846,5020,30.16867597,14.02779628,238270,0,PAL,CORAL,0,0,0,1
2109,200,49401.20689,18976.14217,31049,2.582316508,2.768683365,5402,30.30834135,14.04660102,263410,0,PAL,CORAL,0,0,0,1
2110,210,49188.84775,18259.06905,36764,2.592463156,2.778246436,6262,30.42795933,14.00143044,313540,0,PAL,CORAL,0,0,0,1
2111,220,48153.28485,15248.31281,47517,2.614606912,2.794732546,8128,30.85605058,14.07202602,407020,0,PAL,CORAL,0,0,0,1
2112,230,48738.91411,14978.79434,67350,2.610571944,2.782095931,11620,31.63849286,14.12356044,581420,1,PAL,CORAL,0,0,0,1
2113,240,50816.29493,15118.27008,107502,2.571366121,2.765606313,18435,32.63979482,14.27410338,929940,1,PAL,CORAL,0,0,0,1
2114,250,52673.02157,15126.61963,171134,2.35134279,2.687566435,31513,33.14081562,14.28343419,1531280,1,PAL,CORAL,0,0,0,1
2115,260,52559.54181,19437.53924,254060,2.174431427,2.858465353,49927,33.80510057,14.17475209,2514380,1,PAL,CORAL,0,0,0,1
2116,270,87115.33113,39729.65022,227168,1.229833343,1.856158067,49470,33.17352404,13.23493879,1933450,1,PAL,CORAL,0,0,0,1
2117,280,127185.2321,34818.76034,260608,0.482710135,0.743651691,35318,31.4711318,12.95227745,1872460,1,PAL,CORAL,0,0,0,1
2118,290,126963.5063,31336.39419,137163,0.390890112,0.57835461,18861,29.01034873,12.55422886,1044030,0,PAL,CORAL,0,0,0,1
2119,300,128972.9803,30312.60093,90703,0.363888022,0.480841962,11879,28.37450533,12.10033979,680130,0,PAL,CORAL,0,0,0,1
2120,310,130032.9048,29451.48196,62674,0.336022852,0.387066565,8408,27.92233597,11.89839387,468730,0,PAL,CORAL,0,0,0,1
2121,320,130672.6122,29142.96884,47285,0.32384434,0.356542462,6305,27.97427334,11.84209436,346900,0,PAL,CORAL,0,0,0,1
2122,330,130608.2402,28909.91102,39087,0.323366404,0.349177176,5144,28.02349613,11.7262047,281810,0,PAL,CORAL,0,0,0,1
2123,340,130111.2054,29279.04264,34215,0.317484852,0.344910471,4522,28.16135246,11.74688951,243750,0,PAL,CORAL,0,0,0,1
2124,350,129545.1781,29280.37483,31709,0.317219592,0.323634781,4147,28.03735645,11.71536084,224610,0,PAL,CORAL,0,0,0,1
2125,0,128600.0102,29168.61344,30094,0.310905002,0.288388064,3936,7.431401203,6.05109397,222270,0,PAL,MACROALGAE,0,0,0,1
2126,10,129026.0272,28336.47236,30336,0.312549015,0.281209535,4164,7.537115482,6.090869781,232530,0,PAL,MACROALGAE,0,0,0,1
2127,20,128946.4436,27475.82087,32292,0.306396335,0.276247951,4540,7.754420693,6.283426944,257860,0,PAL,MACROALGAE,0,0,0,1
2128,30,128932.2918,27008.54462,37370,0.304173085,0.273390379,5435,7.917228952,6.373086808,305560,0,PAL,MACROALGAE,0,0,0,1
2129,40,129725.9465,25881.98628,46325,0.312934904,0.282227666,7018,8.162001251,6.502505051,392400,0,PAL,MACROALGAE,0,0,0,1
2130,50,130590.5867,24699.50471,63771,0.307154816,0.277093768,9814,8.442929814,6.536244782,554150,0,PAL,MACROALGAE,0,0,0,1
2131,60,131875.2007,23473.89225,95974,0.328592814,0.287594181,14876,8.613625746,6.619480155,883210,0,PAL,MACROALGAE,0,0,0,1
2132,70,135213.4332,21593.593,145307,0.361931737,0.308516782,24640,8.81110931,6.479056158,1471510,0,PAL,MACROALGAE,0,0,0,1
2133,80,140560.5207,21673.75816,242373,0.480474352,0.382140764,42857,7.354447677,5.780579429,2193670,0,PAL,MACROALGAE,0,0,0,1
2134,90,120401.6664,38507.46544,455280,1.23750435,1.556541706,57236,7.403575984,7.636135988,4090430,0,PAL,MACROALGAE,0,0,0,1
2135,100,74732.92567,48597.1055,347565,2.791135202,3.216975353,49599,11.37638116,10.30328876,3298220,0,PAL,MACROALGAE,0,0,0,1
2136,110,56480.98261,39547.87467,152296,2.41917322,3.001800402,31304,14.67741283,10.77485741,1426930,1,PAL,MACROALGAE,0,0,0,1
2137,120,49055.62311,29527.23492,85669,2.444394057,3.06532549,18408,14.55712874,10.74313027,817640,1,PAL,MACROALGAE,0,0,0,1
2138,130,44720.50903,17168.20421,52786,2.537672544,3.103158047,11799,15.03915246,10.36394199,511780,1,PAL,MACROALGAE,0,0,0,1
2139,140,46163.73275,17763.79409,39532,2.523919118,2.965079392,8306,15.37340604,10.09673727,365920,1,PAL,MACROALGAE,0,0,0,1
2140,150,47948.35951,19248.86098,33673,2.488758394,2.84107264,6582,15.46223843,10.20286312,295230,1,PAL,MACROALGAE,0,0,0,1
2141,160,49553.55547,20011.70626,30560,2.441573803,2.750120651,5661,15.3354459,10.36692434,255870,1,PAL,MACROALGAE,0,0,0,1
2142,170,49541.72356,19515.03529,28202,2.462072041,2.719737543,5074,15.29739745,10.50307878,235180,1,PAL,MACROALGAE,0,0,0,1
2143,180,49630.45442,19554.64105,27276,2.501698646,2.709390328,5031,15.04054593,10.50374443,229680,1,PAL,MACROALGAE,0,0,0,1
2144,190,49441.14214,19236.3693,28048,2.487490953,2.69090846,5020,14.68647701,10.55635628,238270,1,PAL,MACROALGAE,0,0,0,1
2145,200,49401.20689,18976.14217,31049,2.582316508,2.768683365,5402,14.33292815,10.70753006,263410,1,PAL,MACROALGAE,0,0,0,1
2146,210,49188.84775,18259.06905,36764,2.592463156,2.778246436,6262,13.96772545,10.70953714,313540,1,PAL,MACROALGAE,0,0,0,1
2147,220,48153.28485,15248.31281,47517,2.614606912,2.794732546,8128,13.40317002,10.54543965,407020,0,PAL,MACROALGAE,0,0,0,1
2148,230,48738.91411,14978.79434,67350,2.610571944,2.782095931,11620,12.57481724,10.12958228,581420,0,PAL,MACROALGAE,0,0,0,1
2149,240,50816.29493,15118.27008,107502,2.571366121,2.765606313,18435,10.92008872,9.11857781,929940,0,PAL,MACROALGAE,0,0,0,1
2150,250,52673.02157,15126.61963,171134,2.35134279,2.687566435,31513,8.853911606,7.634810551,1531280,0,PAL,MACROALGAE,0,0,0,1
2151,260,52559.54181,19437.53924,254060,2.174431427,2.858465353,49927,5.517692341,5.83673473,2514380,0,PAL,MACROALGAE,0,0,0,1
2152,270,87115.33113,39729.65022,227168,1.229833343,1.856158067,49470,2.650444536,3.360458317,1933450,0,PAL,MACROALGAE,0,0,0,1
2153,280,127185.2321,34818.76034,260608,0.482710135,0.743651691,35318,4.657843603,5.081632541,1872460,0,PAL,MACROALGAE,0,0,0,1
2154,290,126963.5063,31336.39419,137163,0.390890112,0.57835461,18861,7.19017958,6.742316742,1044030,0,PAL,MACROALGAE,0,0,0,1
2155,300,128972.9803,30312.60093,90703,0.363888022,0.480841962,11879,7.267380549,6.330777944,680130,0,PAL,MACROALGAE,0,0,0,1
2156,310,130032.9048,29451.48196,62674,0.336022852,0.387066565,8408,7.252509451,6.229193658,468730,0,PAL,MACROALGAE,0,0,0,1
2157,320,130672.6122,29142.96884,47285,0.32384434,0.356542462,6305,7.244967135,6.14750889,346900,0,PAL,MACROALGAE,0,0,0,1
2158,330,130608.2402,28909.91102,39087,0.323366404,0.349177176,5144,7.22021253,6.077236252,281810,0,PAL,MACROALGAE,0,0,0,1
2159,340,130111.2054,29279.04264,34215,0.317484852,0.344910471,4522,7.211488066,5.977072219,243750,0,PAL,MACROALGAE,0,0,0,1
2160,350,129545.1781,29280.37483,31709,0.317219592,0.323634781,4147,7.364617263,5.997738027,224610,0,PAL,MACROALGAE,0,0,0,1
2161,0,96633.66896,35043.03686,76913,0.780042608,1.95962899,10185,13.41097933,8.583487112,334359,1,ALA,CCA,0,0,15080,8
2162,10,103628.7559,28920.90244,74618,1.005899094,2.316856588,11211,13.48246335,8.737734568,314496,1,ALA,CCA,0,0,15080,8
2163,20,111703.1456,20738.96681,71369,1.292441085,2.682276568,11434,13.30359379,8.829592141,294858,1,ALA,CCA,0,0,15080,8
2164,30,117368.2941,12150.27329,68509,1.487997648,2.927116154,10815,12.63902338,8.400538437,289296,1,ALA,CCA,0,0,15080,8
2165,40,120510.4875,8052.568262,67023,1.92031064,3.33724668,9709,11.52452175,7.64819348,289827,1,ALA,CCA,0,0,15080,8
2166,50,122615.3504,5089.653357,65238,2.636353365,3.925805766,8337,10.16438822,6.899914931,290844,0,ALA,CCA,0,0,15080,8
2167,60,122691.349,4725.817461,66233,3.380846463,4.39371013,8069,8.827726086,6.091268427,295497,0,ALA,CCA,0,0,15080,8
2168,70,122352.2531,3774.421557,66239,3.727369293,4.476598379,8379,7.759434619,5.377483394,303030,0,ALA,CCA,0,0,15080,8
2169,80,121618.9059,3931.983927,66348,4.063260754,4.616366468,8481,6.912678478,4.639841801,306819,0,ALA,CCA,0,0,15080,8
2170,90,120205.1567,4847.687809,67366,4.24643313,4.61571605,8862,6.206601571,4.508466528,314937,0,ALA,CCA,0,0,15080,8
2171,100,117952.044,4808.071823,69727,4.007472381,4.427220669,8784,5.854059374,4.500481889,322317,0,ALA,CCA,0,0,15080,8
2172,110,114452.8007,7321.403952,71232,3.466523051,3.776494981,8702,5.450046083,4.38695293,333594,0,ALA,CCA,0,0,15080,8
2173,120,110079.2002,10737.29854,70851,3.084269847,3.316708531,8732,5.00691337,4.194708048,339606,0,ALA,CCA,0,0,15080,8
2174,130,103202.4238,15311.12085,69716,2.424820044,2.755389688,8659,4.767345725,3.960964749,339948,0,ALA,CCA,0,0,15080,8
2175,140,94587.59548,20820.69902,70176,1.681076116,1.940247645,8471,4.686750891,3.866488975,340146,0,ALA,CCA,0,0,15080,8
2176,150,83174.0384,27332.18079,72652,1.440345042,1.415973084,6900,4.304371884,3.70204599,357075,0,ALA,CCA,0,0,15080,8
2177,160,73476.88392,32524.5793,72144,1.227487309,0.739883405,4920,3.812993882,3.435619502,371187,0,ALA,CCA,0,0,15080,8
2178,170,63235.65484,35001.90854,71453,1.237765238,0.696636577,2755,3.586023772,3.182206774,375750,0,ALA,CCA,0,0,15080,8
2179,180,54081.24738,33585.26006,72976,1.438076388,1.454969848,2619,3.449745584,2.947184497,377181,0,ALA,CCA,0,0,15080,8
2180,190,46889.57743,29939.71501,71851,1.936942416,1.89214987,4330,3.359865117,2.827358994,364266,0,ALA,CCA,0,0,15080,8
2181,200,40312.90327,25085.50718,69069,2.452184396,2.053854209,6000,3.51169081,2.762873883,350019,0,ALA,CCA,0,0,15080,8
2182,210,33560.0325,18407.87011,65639,3.521443005,2.832762782,7451,3.662829121,2.663225859,335934,0,ALA,CCA,0,0,15080,8
2183,220,27211.91915,12220.44966,64688,4.874050423,3.163402843,6278,3.88644097,2.738455732,327924,0,ALA,CCA,0,0,15080,8
2184,230,24431.27186,8879.6861,64464,7.171235162,2.309038029,4558,4.152428717,2.897432157,318681,0,ALA,CCA,0,0,15080,8
2185,240,22035.53966,6995.694623,62392,8.902911658,1.633266926,3496,4.225538095,2.841267853,306045,0,ALA,CCA,0,0,15080,8
2186,250,21452.02292,6422.842256,59619,9.952491402,0.449571017,3424,4.837782329,3.238577432,299682,0,ALA,CCA,0,0,15080,8
2187,260,22822.70313,6885.706026,60026,8.938814781,1.304257346,4419,5.451960644,3.451770969,300258,0,ALA,CCA,0,0,15080,8
2188,270,24174.84576,6713.198461,62070,7.639083909,1.758340858,5340,5.735724095,3.593720865,311292,0,ALA,CCA,0,0,15080,8
2189,280,26488.81133,10585.14365,65686,5.751687408,2.035497353,5423,6.308166802,4.248919084,322074,0,ALA,CCA,0,0,15080,8
2190,290,32817.06258,13927.45504,68604,3.801913788,2.202049949,5222,7.047240933,5.081982762,337653,0,ALA,CCA,0,0,15080,8
2191,300,39763.74373,17515.26234,70827,2.291665101,1.753696187,5685,8.13729721,5.851309494,351414,0,ALA,CCA,0,0,15080,8
2192,310,48974.6029,23581.18385,72580,1.366456496,1.323195724,7070,9.249951542,6.664898842,352170,0,ALA,CCA,0,0,15080,8
2193,320,61590.88216,30677.21476,78006,0.459860076,0.489773065,8043,10.65424613,7.469982207,360549,0,ALA,CCA,0,0,15080,8
2194,330,71523.95018,35883.96459,80674,0.337710724,0.286367562,9432,11.88368336,8.232661073,362718,1,ALA,CCA,0,0,15080,8
2195,340,79870.034,38513.69419,80108,0.348150654,0.326642743,9701,12.57503307,8.537720091,360972,1,ALA,CCA,0,0,15080,8
2196,350,88839.45886,38238.28238,78258,0.551824718,1.333465454,9734,13.32693983,8.688675012,347391,1,ALA,CCA,0,0,15080,8
2197,0,96633.66896,35043.03686,76913,0.780042608,1.95962899,10185,24.65796306,10.31762723,334359,0,ALA,CORAL,0,0,15080,8
2198,10,103628.7559,28920.90244,74618,1.005899094,2.316856588,11211,24.4281032,9.654648729,314496,0,ALA,CORAL,0,0,15080,8
2199,20,111703.1456,20738.96681,71369,1.292441085,2.682276568,11434,24.46110135,9.110836594,294858,0,ALA,CORAL,0,0,15080,8
2200,30,117368.2941,12150.27329,68509,1.487997648,2.927116154,10815,24.19198592,8.774244591,289296,0,ALA,CORAL,0,0,15080,8
2201,40,120510.4875,8052.568262,67023,1.92031064,3.33724668,9709,24.14425386,8.607330396,289827,0,ALA,CORAL,0,0,15080,8
2202,50,122615.3504,5089.653357,65238,2.636353365,3.925805766,8337,24.02498374,8.800107916,290844,0,ALA,CORAL,0,0,15080,8
2203,60,122691.349,4725.817461,66233,3.380846463,4.39371013,8069,23.53427524,8.90886376,295497,0,ALA,CORAL,0,0,15080,8
2204,70,122352.2531,3774.421557,66239,3.727369293,4.476598379,8379,22.84843547,8.723795769,303030,0,ALA,CORAL,0,0,15080,8
2205,80,121618.9059,3931.983927,66348,4.063260754,4.616366468,8481,22.36393698,8.672105322,306819,0,ALA,CORAL,0,0,15080,8
2206,90,120205.1567,4847.687809,67366,4.24643313,4.61571605,8862,21.1611737,8.692281495,314937,0,ALA,CORAL,0,0,15080,8
2207,100,117952.044,4808.071823,69727,4.007472381,4.427220669,8784,19.32813982,9.067159662,322317,0,ALA,CORAL,0,0,15080,8
2208,110,114452.8007,7321.403952,71232,3.466523051,3.776494981,8702,18.492389,9.271437466,333594,0,ALA,CORAL,0,0,15080,8
2209,120,110079.2002,10737.29854,70851,3.084269847,3.316708531,8732,18.25681374,9.30763468,339606,0,ALA,CORAL,0,0,15080,8
2210,130,103202.4238,15311.12085,69716,2.424820044,2.755389688,8659,17.99321476,9.280568671,339948,0,ALA,CORAL,0,0,15080,8
2211,140,94587.59548,20820.69902,70176,1.681076116,1.940247645,8471,17.45432022,9.090443704,340146,0,ALA,CORAL,0,0,15080,8
2212,150,83174.0384,27332.18079,72652,1.440345042,1.415973084,6900,17.14848572,8.729745194,357075,0,ALA,CORAL,0,0,15080,8
2213,160,73476.88392,32524.5793,72144,1.227487309,0.739883405,4920,17.2323318,8.903968519,371187,0,ALA,CORAL,0,0,15080,8
2214,170,63235.65484,35001.90854,71453,1.237765238,0.696636577,2755,17.61143714,8.882929174,375750,0,ALA,CORAL,0,0,15080,8
2215,180,54081.24738,33585.26006,72976,1.438076388,1.454969848,2619,17.56622346,9.239824181,377181,0,ALA,CORAL,0,0,15080,8
2216,190,46889.57743,29939.71501,71851,1.936942416,1.89214987,4330,17.49196897,9.671964314,364266,0,ALA,CORAL,0,0,15080,8
2217,200,40312.90327,25085.50718,69069,2.452184396,2.053854209,6000,18.26858623,10.4297009,350019,0,ALA,CORAL,0,0,15080,8
2218,210,33560.0325,18407.87011,65639,3.521443005,2.832762782,7451,18.70912811,10.38841841,335934,0,ALA,CORAL,0,0,15080,8
2219,220,27211.91915,12220.44966,64688,4.874050423,3.163402843,6278,18.76260377,10.55797995,327924,0,ALA,CORAL,0,0,15080,8
2220,230,24431.27186,8879.6861,64464,7.171235162,2.309038029,4558,19.75071745,11.10604424,318681,0,ALA,CORAL,0,0,15080,8
2221,240,22035.53966,6995.694623,62392,8.902911658,1.633266926,3496,20.80853974,11.78225987,306045,0,ALA,CORAL,0,0,15080,8
2222,250,21452.02292,6422.842256,59619,9.952491402,0.449571017,3424,21.39573729,11.31845547,299682,0,ALA,CORAL,0,0,15080,8
2223,260,22822.70313,6885.706026,60026,8.938814781,1.304257346,4419,22.8559643,10.84163753,300258,0,ALA,CORAL,0,0,15080,8
2224,270,24174.84576,6713.198461,62070,7.639083909,1.758340858,5340,23.91955023,11.03552902,311292,0,ALA,CORAL,0,0,15080,8
2225,280,26488.81133,10585.14365,65686,5.751687408,2.035497353,5423,24.86344807,12.02621285,322074,1,ALA,CORAL,0,0,15080,8
2226,290,32817.06258,13927.45504,68604,3.801913788,2.202049949,5222,25.17382982,12.59577341,337653,1,ALA,CORAL,0,0,15080,8
2227,300,39763.74373,17515.26234,70827,2.291665101,1.753696187,5685,25.37887507,12.85694519,351414,1,ALA,CORAL,0,0,15080,8
2228,310,48974.6029,23581.18385,72580,1.366456496,1.323195724,7070,25.3047544,12.62331617,352170,1,ALA,CORAL,0,0,15080,8
2229,320,61590.88216,30677.21476,78006,0.459860076,0.489773065,8043,25.24703576,12.31735324,360549,1,ALA,CORAL,0,0,15080,8
2230,330,71523.95018,35883.96459,80674,0.337710724,0.286367562,9432,25.33080558,11.8585828,362718,1,ALA,CORAL,0,0,15080,8
2231,340,79870.034,38513.69419,80108,0.348150654,0.326642743,9701,25.096977,11.45330716,360972,1,ALA,CORAL,0,0,15080,8
2232,350,88839.45886,38238.28238,78258,0.551824718,1.333465454,9734,24.77290575,10.98806723,347391,1,ALA,CORAL,0,0,15080,8
2233,0,96633.66896,35043.03686,76913,0.780042608,1.95962899,10185,16.89289716,18.08534872,334359,0,ALA,MACROALGAE,0,0,15080,8
2234,10,103628.7559,28920.90244,74618,1.005899094,2.316856588,11211,18.64607737,18.19860101,314496,0,ALA,MACROALGAE,0,0,15080,8
2235,20,111703.1456,20738.96681,71369,1.292441085,2.682276568,11434,20.41866861,17.95244936,294858,0,ALA,MACROALGAE,0,0,15080,8
2236,30,117368.2941,12150.27329,68509,1.487997648,2.927116154,10815,22.83949201,17.69706608,289296,0,ALA,MACROALGAE,0,0,15080,8
2237,40,120510.4875,8052.568262,67023,1.92031064,3.33724668,9709,24.70619033,17.05237081,289827,0,ALA,MACROALGAE,0,0,15080,8
2238,50,122615.3504,5089.653357,65238,2.636353365,3.925805766,8337,26.32364041,16.53708193,290844,0,ALA,MACROALGAE,0,0,15080,8
2239,60,122691.349,4725.817461,66233,3.380846463,4.39371013,8069,27.54593451,16.35396623,295497,0,ALA,MACROALGAE,0,0,15080,8
2240,70,122352.2531,3774.421557,66239,3.727369293,4.476598379,8379,28.05559562,16.30658936,303030,1,ALA,MACROALGAE,0,0,15080,8
2241,80,121618.9059,3931.983927,66348,4.063260754,4.616366468,8481,27.45348978,16.23505866,306819,0,ALA,MACROALGAE,0,0,15080,8
2242,90,120205.1567,4847.687809,67366,4.24643313,4.61571605,8862,25.82340953,16.60060745,314937,0,ALA,MACROALGAE,0,0,15080,8
2243,100,117952.044,4808.071823,69727,4.007472381,4.427220669,8784,24.66289744,17.36995836,322317,0,ALA,MACROALGAE,0,0,15080,8
2244,110,114452.8007,7321.403952,71232,3.466523051,3.776494981,8702,23.93001775,17.92498795,333594,0,ALA,MACROALGAE,0,0,15080,8
2245,120,110079.2002,10737.29854,70851,3.084269847,3.316708531,8732,24.22855259,18.23488204,339606,0,ALA,MACROALGAE,0,0,15080,8
2246,130,103202.4238,15311.12085,69716,2.424820044,2.755389688,8659,24.91973942,18.51390591,339948,0,ALA,MACROALGAE,0,0,15080,8
2247,140,94587.59548,20820.69902,70176,1.681076116,1.940247645,8471,24.60177304,18.4699675,340146,0,ALA,MACROALGAE,0,0,15080,8
2248,150,83174.0384,27332.18079,72652,1.440345042,1.415973084,6900,25.80250786,17.89452754,357075,0,ALA,MACROALGAE,0,0,15080,8
2249,160,73476.88392,32524.5793,72144,1.227487309,0.739883405,4920,27.54297603,17.60990502,371187,0,ALA,MACROALGAE,0,0,15080,8
2250,170,63235.65484,35001.90854,71453,1.237765238,0.696636577,2755,29.6280361,16.75055437,375750,1,ALA,MACROALGAE,0,0,15080,8
2251,180,54081.24738,33585.26006,72976,1.438076388,1.454969848,2619,30.36732917,16.64125794,377181,1,ALA,MACROALGAE,0,0,15080,8
2252,190,46889.57743,29939.71501,71851,1.936942416,1.89214987,4330,30.18528662,16.74508423,364266,1,ALA,MACROALGAE,0,0,15080,8
2253,200,40312.90327,25085.50718,69069,2.452184396,2.053854209,6000,29.12341546,16.33804972,350019,1,ALA,MACROALGAE,0,0,15080,8
2254,210,33560.0325,18407.87011,65639,3.521443005,2.832762782,7451,28.68448162,16.28310222,335934,1,ALA,MACROALGAE,0,0,15080,8
2255,220,27211.91915,12220.44966,64688,4.874050423,3.163402843,6278,27.46421922,16.17349165,327924,0,ALA,MACROALGAE,0,0,15080,8
2256,230,24431.27186,8879.6861,64464,7.171235162,2.309038029,4558,25.89088156,16.28834701,318681,0,ALA,MACROALGAE,0,0,15080,8
2257,240,22035.53966,6995.694623,62392,8.902911658,1.633266926,3496,23.58246359,16.20104418,306045,0,ALA,MACROALGAE,0,0,15080,8
2258,250,21452.02292,6422.842256,59619,9.952491402,0.449571017,3424,21.70221537,15.79304814,299682,0,ALA,MACROALGAE,0,0,15080,8
2259,260,22822.70313,6885.706026,60026,8.938814781,1.304257346,4419,20.58054557,15.4603099,300258,0,ALA,MACROALGAE,0,0,15080,8
2260,270,24174.84576,6713.198461,62070,7.639083909,1.758340858,5340,19.7351854,15.69388005,311292,0,ALA,MACROALGAE,0,0,15080,8
2261,280,26488.81133,10585.14365,65686,5.751687408,2.035497353,5423,18.75745316,16.31633837,322074,0,ALA,MACROALGAE,0,0,15080,8
2262,290,32817.06258,13927.45504,68604,3.801913788,2.202049949,5222,17.84871954,17.09795126,337653,0,ALA,MACROALGAE,0,0,15080,8
2263,300,39763.74373,17515.26234,70827,2.291665101,1.753696187,5685,16.64451151,17.55901383,351414,0,ALA,MACROALGAE,0,0,15080,8
2264,310,48974.6029,23581.18385,72580,1.366456496,1.323195724,7070,16.11788402,18.12745569,352170,0,ALA,MACROALGAE,0,0,15080,8
2265,320,61590.88216,30677.21476,78006,0.459860076,0.489773065,8043,16.08638757,18.49909457,360549,0,ALA,MACROALGAE,0,0,15080,8
2266,330,71523.95018,35883.96459,80674,0.337710724,0.286367562,9432,15.64942929,18.3407286,362718,0,ALA,MACROALGAE,0,0,15080,8
2267,340,79870.034,38513.69419,80108,0.348150654,0.326642743,9701,15.99121816,18.29151376,360972,0,ALA,MACROALGAE,0,0,15080,8
2268,350,88839.45886,38238.28238,78258,0.551824718,1.333465454,9734,16.18179832,18.20456756,347391,0,ALA,MACROALGAE,0,0,15080,8
2269,0,273563.0155,14745.13456,222542,0.108875184,0.285913349,156317,21.84917911,13.1273202,732807,0,PHR,CCA,0,0,0,12
2270,10,274550.3786,18497.5521,265051,0.116286926,0.282066004,197497,20.5199931,13.07612528,926766,0,PHR,CCA,0,0,0,12
2271,20,266619.4027,38429.35549,321844,0.113301249,0.263120138,244865,19.94443501,13.10831188,1128951,0,PHR,CCA,0,0,0,12
2272,30,261668.2132,48210.32991,377996,0.099920994,0.221719144,306006,18.47770625,13.29469135,1365021,0,PHR,CCA,0,0,0,12
2273,40,257463.683,56753.1782,391612,0.091326447,0.213145752,332954,15.75184004,12.16867309,1568997,0,PHR,CCA,0,0,0,12
